tweet_id	user_id	Drug Mention(0 -> No 1->Yes)
843760302558773248	36038026	1
843892164639838208	481289854	1
846141956371742725	146211802	0
846532906906533890	30291797	0
847367655056998400	21214200	0
847400905204838400	1144882621	0
847438623511166976	4879998669	0
848023565094060032	750728611	1
848931344050737152	54280060	1
850148426025017345	3365373556	0
851147359878868997	420788627	0
851998226190221313	40777000	1
852231177893277697	883748072	1
852312537865494528	23909073	0
852604243836121089	772788138	0
852917830706180097	339453797	1
853456543672434688	222711356	1
853888164712243200	33467062	0
854054129848774657	439769720	0
854197168189710336	618777850	0
854347627722420225	231104880	1
855244329853403136	739242642	0
855419131595677697	283668065	1
855657174026133504	22640343	1
856149194494574596	1668194960	1
856344971439427584	1358220085	0
857069485202735106	59651538	0
857213437629394944	791449	1
857276898086465536	231104880	1
858339279994404864	440252035	1
858511417888063488	204640586	1
859312383394578432	855211016178868224	1
859862228610273281	2179916998	1
860546071054868481	855211016178868224	1
860808128916590593	101339527	1
861876475527651328	192371766	0
861899644238016512	478606913	1
862479483860729856	268457920	1
862492045574844416	452878357	0
862722284636733441	2329515376	0
862722403167809536	2329515376	0
863819489359613952	341678317	0
865033851286016000	236693831	0
865242900778627072	56003975	1
865281104881823744	305022602	1
866835161790500864	150758379	1
866873766751592448	168668998	0
867523633190584321	731309318	1
867530820474589184	844777916613386240	0
867533202075910144	2875379566	1
867577976594083840	19615017	0
868054810234368000	20162955	0
869370262424346624	61371669	0
869772416268083200	2318901801	0
869983843956031488	236846312	0
870296484738093061	2215066800	0
870723716895973379	65641854	1
871596015098449920	452719638	0
871840332048150528	849589974823391234	1
872172065830436864	2719265070	0
872298011967094785	783269761832652805	0
872454012074942464	282501504	0
872762733783076864	19878030	1
873213270617927681	31213162	1
874969799285248002	92933384	0
875013518357143552	2614015421	0
875430677616893952	155079718	1
876252567289909250	73118686	1
876836510871547904	1008238124	1
877197308441612294	23450564	1
877349813075025921	816808284514553858	1
877355084979609601	269507694	0
877623085242793985	339453797	1
877740901518278657	806748781563609088	0
879325037169389570	70861294	1
879704507566915584	119943520	1
881485561705508864	93922728	1
881576965701902336	408076893	0
881692436757712896	46848777	0
882045339318071297	25848834	0
882615284149833729	1688438000	1
883513639407366147	24335624	1
883848200683220995	767794949878378496	1
884399264276688896	2432894688	1
884457442381352961	414073002	0
885286017908883466	808815304382021632	1
885312654906142720	2436494232	1
886259746046713856	52440296	0
886742466077966337	31217166	1
887469218102464513	29106673	0
888169430072516608	293231390	1
888619814784081920	1688438000	1
889105189533364224	48732303	0
889249386236170241	803410987172921344	0
889315957281259524	1888864243	1
889486982254145536	20977778	1
889835333185019904	2432894688	1
890768994789150720	34676481	1
891037357046206464	20628440	0
893027758904942592	16345202	1
893659838558781440	234463064	0
894346306315055106	3198488214	1
895218642333429761	879724183	1
895263797002342400	1346915011	0
895750433888763905	4856483722	0
896374979368857604	95546136	1
896475714387681280	178867036	1
896595365952139265	176899971	1
896643700708782081	255951110	1
896829150350237696	24132753	1
897096252059406336	238646230	1
897192231467134976	842400818007535616	1
897375854019440640	2278017511	0
897980689597046784	97125676	1
898145878556291073	124617910	1
899433200849571840	19135516	0
899622926894411776	186294967	1
900055826584522752	2865558595	1
900203042083155968	2609127428	0
900400675980488704	758315860159238144	0
900675318675066880	1879831	1
901918914929709057	4839817161	1
902027475634532353	3287154228	0
902539706868449280	481011796	1
902544752930947072	3506372239	1
902927747403710464	1681392835	1
903733059480145920	572947229	1
903735107697098752	48278272	1
903820037126889472	183853204	1
904089300530286595	38788413	0
904253808578097152	200376341	1
904769311629344768	164552923	0
905243446763552768	488790382	0
905467132149944321	2266549370	1
905599808936837120	754112041246453760	0
905749072866398208	2817491546	1
905907694837661698	50988126	1
906319580120928256	379759273	1
906709691698475008	782708137635741696	0
906930921206685696	619344020	1
907258911266426882	276402206	1
907561773066330112	15936294	1
907592425333334017	2432894688	1
908005546128633856	2160004878	0
908015806537113600	58204660	0
908188212505534464	14495392	1
909195003922022400	93922728	0
909807085268938757	2206890771	1
889254320515895296	53038237	1
8220884843	15743775	1
41949990628753408	258427734	1
57037445354622976	17250965	1
91121933910949890	20799303	1
350808598600892416	711468385	1
352468082624704512	27685753	1
357600726266036224	338564055	1
360104360669229057	626782757	1
364024361839112192	404829328	1
376377927778050048	285594809	1
377615843485814785	146242425	1
382872891995324416	758013367	1
389751634005598208	1115352362	1
391067665290113024	967144369	1
394160867098378240	554783466	1
394865722553544704	20374752	1
399372093751455744	16811369	1
402201837433942017	46034106	1
407593604861812736	371356012	1
415041068707889152	1898273587	1
416459238664179712	1589278297	1
423306498895126528	46034106	1
424441978835570688	877128733	1
424907413297582080	2159147351	1
428518173738942464	2221725157	1
430644312897228800	494069353	1
432528177945006080	356396920	1
433007866098614272	947034037	1
434924209370693632	246089106	1
439021894956625920	115326470	1
441676010782617600	1173845059	1
444094487845818368	361506784	1
445476085862780928	1441255922	1
451311629150736384	714240435	1
452099332406132737	963580070	1
456233680931794945	217778562	1
461045788261363712	1108521224	1
461916275493466112	344928575	1
465886165233463296	154776286	1
465907040821714947	2356024009	1
465989223410327553	331904757	1
471135718186954753	100696471	1
471785693228703745	1090147746	1
473578291517857792	1805016996	1
473918805219885056	1963536205	1
476090412785205248	301056800	1
477258278208950273	323884201	1
484495828153692160	66882213	1
484880722469978113	247517031	1
486205392301465600	81905585	1
487277091671797760	36103513	1
487630952324026368	2238399372	1
490240028669263873	289636926	1
492328747862065152	1488442458	1
493790494913077248	2214475865	1
498907052899860481	14269464	1
499347989023191040	249935245	1
500377815507025920	2298761425	1
508801798837391361	248537549	1
509449640799141888	134528794	1
509630311580598272	2416257118	1
514126671256256512	1587517454	1
515684664087166976	602379096	1
521083120829734912	78672371	1
523524877928910850	39302631	1
524570017862807553	29492055	1
525372846970011648	920196650	1
527205334893731840	269786782	1
529655713392762880	2562324517	1
530571776842285056	605200816	1
530946978180771840	22319345	1
531133429790670848	1157952517	1
535078576874606592	1310311514	1
535089870994415616	148826451	1
535336880598810625	28305745	1
539327596694347776	259111900	1
540288768088223744	73304567	1
541291964038385664	199920129	1
542341911420227584	616545743	1
542694308303081472	323497288	1
543526940213538816	1188099660	1
545292523540062208	513701020	1
551896095018987521	774766567	1
553935782587535362	439492734	1
557709907412393984	19497195	1
557920962860298240	414073002	1
558857873141551104	2443163160	1
559073892455964672	292485953	1
560149033654566912	809553601	1
560251240249311233	584475721	1
565007536580210688	14666487	1
565079699345272833	36488586	1
568474076890734592	582745618	1
568538720221011968	29492055	1
568781789721817089	200570632	1
568900886099070976	582745618	1
569116052828917760	65178115	1
570090258039115777	23774705	1
571141808668991488	3008740624	1
571361475748499456	1059011730	1
573160473274789888	196219367	1
575004230362079233	2726285155	1
575025324284579840	582101417	1
575511352770428928	196891882	1
575883015395483648	324161595	1
579095262020419584	122313612	1
580184968912977922	42705556	1
580558425748275200	173661700	1
580894301489651714	81154975	1
582517749060091904	811165543	1
583245670745796608	3091636324	1
583505332040630272	581344409	1
585877534736162816	163832198	1
586134176220459008	3091553691	1
586407631696240640	2364599148	1
586943850666569728	40785308	1
587532978672263168	117478818	1
587628992343179264	3091523843	1
587914256596668416	388607058	1
588226436214951936	529321436	1
588322877964996608	1525571714	1
588688311151153153	1723101829	1
588939552527618049	119199811	1
591614420024856576	384377098	1
592456786667376641	248537549	1
592894184035635200	1398184177	1
594191878876168192	244708086	1
596197268908285953	23774705	1
596787152601612288	23774705	1
605242729577213952	23774705	1
605569251227934721	165917429	1
608058711316275202	137907836	1
608335484780179456	529321436	1
608524314527281152	2341749590	1
608876844356673536	31296994	1
609217326026747904	529321436	1
611649589112762369	37728023	1
611920548193439747	708012571	1
612800117221883904	37728023	1
614217717843820544	37728023	1
617436323108917248	234871955	1
619545159013924864	274186294	1
620828876088942592	1061812123	1
622691237955420160	438259702	1
622787326511575040	32766822	1
622953988451758080	303348711	1
623383952204541952	417580633	1
623553204538572800	573837100	1
625360034772291584	1934831995	1
625515464446377984	1416072980	1
625807331326980096	172608797	1
626400074709348352	42562171	1
626807040086831105	413366907	1
627654316380319744	50844813	1
629710525606182912	606483072	1
630429232586342400	37728023	1
633484941569990657	141374791	1
633512008676175873	2543209495	1
634098967626682368	26330602	1
634453750409654272	37728023	1
635121608588414976	569961428	1
637644959076741121	25726490	1
637735756316983296	25726490	1
638641767869480960	25726490	1
639199256478265344	467087751	1
639512154727690240	23622445	1
641268807214989312	25726490	1
641541174612897792	25726490	1
643307629163474944	25726490	1
643406640935510016	169339303	1
643923865723383808	78116263	1
646025381305319424	25726490	1
648527166767017985	46946440	1
649060855011782656	25726490	1
653402514109304832	3464486112	1
653757121234882560	374193411	1
655527916739141637	358493037	1
655943517265612800	319366827	1
657402713941102592	292529084	1
659514447870971904	40026561	1
659943231816355840	3174429534	1
661349809433915392	15264218	1
661526543240302592	28305745	1
662099666327105541	280077229	1
662353602829135872	23632542	1
663802281041657856	1202249400	1
664160581855805440	37728023	1
664171405370527744	231104880	1
664180708387213312	459512820	1
664265310325899264	360758453	1
664286385482797056	22578754	1
664818089528283136	391910594	1
666138535964090368	25726490	1
667507087208030209	179334433	1
668113537093398529	18664474	1
668303307853574145	835038944	1
668529509705105408	2871669626	1
668765933780008960	25726490	1
669943001834213376	25726490	1
671461986249633792	40864611	1
672554996051804160	37728023	1
673694910852149248	542868647	1
674097493542588416	48427724	1
674107667225452545	574138020	1
674519477053165568	1860661500	1
675389340655198208	258976460	1
675604528117477376	46444865	1
676646146203226112	525481914	1
676839342862544897	534449213	1
677216978004787200	70876716	1
678141759214526468	25726490	1
680316206339993600	25726490	1
681753256838742016	1579441820	1
682616206063452160	305022602	1
683491493575811072	184920002	1
684132328931725313	222686549	1
684432600115449856	28010676	1
684589088712867840	358487944	1
685617213919866880	25726490	1
686069264374206464	25726490	1
687365952262909952	61324238	1
687367184775917572	231104880	1
689938536649396224	422388131	1
690691486459932672	1133253762	1
691381942760046592	37728023	1
692036650755444736	253312240	1
692063541067534336	37728023	1
692152266753728513	2471914449	1
692193504651579393	1562226301	1
692356637210845184	1871868530	1
692900083226931203	28010676	1
693090276773097473	25726490	1
693106700321214464	342415585	1
693247382960484353	181278262	1
694021294103367680	386761363	1
694321151380738052	508019308	1
694877574103719937	146956946	1
695203721244864512	40889695	1
695267635714457604	1278633234	1
695284891701940224	2564190487	1
695300521767231488	1631209284	1
696956895131738113	4507791436	1
697158031088353281	37728023	1
697560960207224832	603661603	1
697593223754203141	2260606616	1
699661980689248256	1152949177	1
700534173690421249	44506649	1
701017714463109121	561858387	1
701054725907591168	561858387	1
701524009217732608	309423682	1
701769315716980736	305022602	1
701892119342878720	293231390	1
701952703434326016	309151849	1
702175670508642304	231967854	1
702242841737744384	414073002	1
702960407464579074	36065064	1
703078740897583105	1425014730	1
703148900866109440	1147493942	1
703345198911393792	379827883	1
703624808991494145	337726643	1
704324374871056384	25726490	1
704551833524523008	164354865	1
705453408946417667	2729218504	1
705688064857923584	840683102	1
705959776862150656	463376667	1
707989517832232961	41818488	1
708744014837780480	231104880	1
709105877899280385	262345716	1
709812880816934913	1305945386	1
709986644338843648	25726490	1
710077629697802240	25726490	1
711209012684005376	68314301	1
711328989445537793	414073002	1
712421609143980033	527604022	1
713188484459016192	220187718	1
714578576327180288	2155175088	1
714774467914936320	540673209	1
714791838922596352	137372432	1
715260999482404864	38900280	1
715784841921437697	25726490	1
716530932526747649	358493037	1
718027073546240000	414073002	1
719482750500278272	414073002	1
719547401950924800	1941835304	1
719626955453284353	24476975	1
720791726953250816	2285972452	1
721822440112959488	25726490	1
722605032374337536	41686296	1
723632437062995970	483344133	1
723638718674800640	21840695	1
723788856298971136	166986949	1
724275422968483842	3369588074	0
724423067037011968	769986901	1
724637905398845440	78672371	1
724704430784950272	246701176	1
725433664771907584	393602969	1
726393741850894336	308214237	1
726563399132291072	2476206578	1
726783324014940162	414073002	1
726862768452734976	56197588	1
727219991985139712	290703296	1
727221181531754496	1002031513	1
729676962801852420	15064971	1
729872123104100352	2203762693	1
730034629433004032	295204495	1
730390740363149314	2325376914	1
730920964607774720	290566698	1
732252324777840641	90824200	1
732647761854771201	2879082706	1
733244606779908097	414073002	1
733333731713384449	414073002	1
734493452294062080	25726490	1
734647433200828416	2349928272	1
735135076258746368	30113853	1
735652265361608704	54741211	1
735849280628396033	14111588	1
735890904204992512	1909321243	1
735891724954804224	1909321243	1
736457989322727424	1909321243	1
736630451809353728	1909321243	1
736872275337744384	414073002	1
737081215405064193	69195116	1
737258849569280000	1517155219	1
737935722741698561	25726490	1
738407919910260736	152142060	1
739333779123240960	55700544	1
739916685373624320	2923449680	1
739918650304430080	3390122729	1
739998891538538496	463331339	1
740808686218715137	212601961	1
740840246691123200	33948583	1
741173154853314561	1104875862	1
741696569272094721	25726490	1
742515258359713792	4515851	1
743624979225415680	1152949177	1
744527761574862848	414073002	1
744788253828493316	2744851430	1
744966024068538368	414073002	1
745013191994793984	221909002	1
746627786505355264	414073002	1
746707130187657216	414073002	1
747651729978757125	546140578	1
747816854853402624	3161689947	1
748943656640536576	25726490	1
750392600985636864	37728023	1
750832266935345152	27902678	1
751800917813374976	231104880	1
751862563193888768	14667035	1
752147510928355328	231104880	1
752522081003270144	25726490	1
752893758379745280	751321367627173888	1
753063286950670336	231104880	1
753236458622726144	231104880	1
754523575994966020	14659638	1
754732759856263169	37728023	1
755553731484217344	21877153	1
756594360263684096	2266549370	1
756760915220070400	414073002	1
756986212775174148	26267363	1
757142465342234624	25726490	1
757634201109671936	2176348737	1
758097243715018752	25726490	1
758443745125797888	55703572	1
758574031574564864	414073002	1
759041430761254914	414073002	1
759697760329330689	414073002	1
760657753614327808	272182490	1
761446341981732865	25726490	1
763727750804885504	251926250	1
763953351188885504	735316354451001344	1
763964998859186177	29329518	1
764472866603724800	764417701	1
764512655226703872	365711825	1
764755664103018496	37728023	1
764887079734116352	758705301843357696	1
765115883056406528	414073002	1
765600441455480833	3315042617	1
765856739099045888	1512755874	1
765879906320330757	78672371	1
765916363110031360	151125596	1
765940484170735616	2838653133	1
766401800219996160	1173845059	1
766707841319051265	38374667	1
766836201127047168	25726490	1
768159250828845062	200288710	1
768557988177178624	2778646570	1
768620576730513408	130674736	1
768765368135479297	1418244025	1
769034488378712064	2540680682	1
769436650917154816	132334408	1
769666110362976256	25379161	1
770007343392317440	25726490	1
770070274603638784	57082763	1
770721108714586112	78672371	1
771051217871077376	605153786	1
771226775015657472	358635107	1
771278579829137408	25726490	1
773551362307133440	738990978	1
773590347435929601	25726490	1
773684888314585088	17658891	1
773728702790246402	545683788	1
774126683284606976	324525735	1
774177972928380928	27903955	1
774272060969234434	37728023	1
774822552510136338	1684103502	1
775742122502881281	83628160	1
775949311322361856	546258745	1
776173747640360961	43272777	1
776429861787217920	18794821	1
776468777005228032	790670017	1
776532403502325760	2270771467	1
777300637268733952	25726490	1
777550516817686528	271852086	1
777569248562581504	1560012991	1
778046744135397376	240391453	1
778069058851901440	1257981619	1
778389471087636480	2447363653	1
778483327527366656	37728023	1
778673053425434625	120671236	1
779014987842981888	305022602	1
779290450804953088	463331339	1
779875782835527680	105860954	1
780775435659513856	1546826258	1
780840444376776704	1325371734	1
780983324349194240	834514230	1
781222714669342720	625110273	1
782386052359004160	55703572	1
782606241667379200	20076851	1
785526695268843521	414073002	1
785702766538657793	425534300	1
785907153785786368	25726490	1
786880451675693058	239004195	1
786922339904675842	186328545	1
787378494447562753	25776945	1
788325056594272256	414073002	1
788641144724860929	772024060641288192	1
788938889272504320	340557625	1
789566641994555392	110595656	1
789712247274831872	25726490	1
789736364250009600	1197339265	1
789736380343717888	1257889596	1
790647855115595776	737087865734189056	1
791723940368551936	330126283	1
792544962021916672	84452561	1
792719705345851393	215336863	1
793114718630187008	221779541	1
793658746912198656	577523849	1
794692098708619265	23866008	1
794718062960218112	253544878	1
795375195569668097	330126283	1
796067341826228225	23427407	1
796337824257769472	26188265	1
796372945199308800	69537786	1
796438412949590016	284724155	1
797903240310484992	1267881114	1
797987704562679809	349338716	1
798459221427814401	44860382	1
798771674397057024	25726490	1
798846872064401408	414073002	1
798891157770170368	2581887973	1
798989300733882369	64979098	1
799074806901735424	2957715328	1
799203556846895104	2260153483	1
800410137718648832	3303440338	1
801564443825967105	2974900693	1
801781481144254464	314074815	1
801979684884008960	206517145	1
803120352112955393	25726490	1
803284844319019008	289204159	1
803288264425795584	378708747	1
803500923037384705	383975213	1
804072920788176896	1931671837	1
804604598459711488	585371105	1
804906029976866816	2839551601	1
805592541538226176	1137277598	1
805647230753443840	52967037	1
806931223582949376	92374836	1
807012671941918720	118882674	1
807246764600389632	1257889596	1
807675535757340673	19240173	1
808118603501469696	42429736	1
808452735142084608	630722427	1
808666996376240128	744662100	1
809371318315577344	338527557	1
809503501172768768	20937209	1
809967184428625920	928496144	1
810242388048416768	1649112786	1
810352661719498752	3011078427	1
810574483882971136	114216255	1
811025874396942336	44266534	1
813341696905723906	345460575	1
814130622625153027	414073002	1
814346883816714240	966825602	1
814432060685381632	414073002	1
814537894027296768	319452269	1
814949152337469440	20406074	1
814989845990936576	25726490	1
815115297602600960	2239953450	1
815538636821139456	238890783	1
815842671331684352	1681835995	1
816095938494271489	603068278	1
816368855241162752	101312467	1
816388069150588929	4703367516	1
816727040464474116	197966058	1
816755335314558976	130337043	1
816788711698530304	478823758	1
816797695130136576	15107301	1
817492375618682886	569269913	1
818578012585205761	1570583684	1
818649533559226370	1931671837	1
818824187062218752	1402231364	1
818895989050208256	1465962918	1
819061513856106497	2497885548	1
819193312590626816	2914922483	1
819759712795299840	2440956954	1
819773972073959424	113956816	1
820771503679635457	22381552	1
820859171583078400	367776893	1
821149545908187137	238890783	1
821813113339179009	868529713	1
821863488226263040	569066539	1
822222465514557440	555655770	1
822890746600558593	3300	1
822985721317310464	113536351	1
823506651835551745	154973097	1
823561325192347649	21549663	1
823733327538462720	33154168	1
825356417687224321	486241155	1
825638416058634240	2420898172	1
826565773053288448	2686037575	1
826609810871304193	2798216152	1
826654826616455169	468218819	1
826662461768019968	2392972362	1
827029791610175488	358884839	1
827301919970299906	47414871	1
827359272191262720	225080843	1
828073425428176897	30102809	1
828443889661046784	468218819	1
828751243233337344	318644513	1
829031298383564800	25726490	1
829300800203665409	43314067	1
829405897701089281	2533157306	1
829408352102932480	538052547	1
829680381221752832	399349604	1
830100762537623552	911220320	1
831427146648162305	238646230	1
831941721336512512	3436942156	1
832688979841527808	2790522701	1
833744286202077184	1213605402	1
834085049112866816	89226717	1
834253498212548608	1229038946	1
834609480201547776	762861188	1
834687218534977536	25858505	1
835984586362368000	154973097	1
836349687888297984	14726230	1
837124867245867008	240022497	1
837156984218537984	54886540	1
837464599507140608	1332770304	1
837545333924061184	761585143161159680	1
837712977231032320	468218819	1
838315634630901760	264027380	1
838321575820738560	303804101	1
838515898482900992	613523221	1
839325228106817536	87115584	1
839430525941133312	463331339	1
839589345040429066	160171772	1
839884911939047429	17764146	1
840047336483049472	2199395154	1
840609094457274369	876004801	1
840610562627293185	713944790090514432	1
840632357652590592	325185695	1
841329278214066176	2199395154	1
841751545293230080	66078025	1
842417198794694656	215336863	1
843110475336470530	236687248	1
843239495986282496	135233597	1
843804373335662593	26771912	1
844005819763101696	711800966	1
844464567979819008	1918166394	1
844489215064838144	486241155	1
844653297067745280	761585143161159680	1
844928507662733313	204389728	1
845355522287173635	2999959230	1
846047700948860929	1337755806	1
846456755873828864	19627696	1
846567793927602177	68719259	1
846790618743541760	2548680540	1
846799140373770240	846419800158945280	1
847264279048863745	194019940	1
847402438126469121	231104880	1
847470298874040329	240022497	1
848072285248528386	835038944	1
848221684364529664	238890783	1
848480126698389504	144704603	1
848683536982962177	319195164	1
848696583650672641	319258859	1
848769966392266752	498542990	1
849238170801774593	90223556	1
849852323912454144	46265444	1
849854105283645440	240271118	1
849888199233093632	468218819	1
850090753346818048	468218819	1
850382212654551041	20310781	1
850409573907402752	396749961	1
850601575277936640	509272010	1
850792133040771073	305395460	1
850942136585523204	295508441	1
851140323950645248	572947229	1
851153932390875136	20965247	1
851157343643545600	473595086	1
852013421771988996	2846123905	1
852469275621195777	736685397078466560	1
853098122121285632	4499430739	1
853333696358760448	618684795	1
853712883582066688	761585143161159680	1
853774193002926080	1431631026	1
853777194769764352	706254045531377664	1
853996715346735105	22947825	1
854442779795009536	186966745	1
855246373482004480	127388321	1
855577463870685184	468218819	1
856405898213838848	752220546	1
856688176836030465	606444492	1
856697861379174401	774595944	1
856910772244545536	1724633659	1
856947544835989505	34937547	1
857293285513187335	22453637	1
857563721337581569	14441363	1
857633718743203842	17869864	1
858900398731427840	28435461	1
859353567857188866	857547042	1
859554575379869697	2495377309	1
859999459610177536	2374774556	1
860336639918301184	238890783	1
860879263200718848	1059733332	1
861049215799238656	16955991	1
861255080418213888	28161798	1
861259975481413632	761585143161159680	1
861436586352717825	1542454435	1
861510508092035073	468218819	1
861563331546685440	794234805672148998	1
